term1,term2,related
Protokoll,Zweck,1
Preprint-server,Spezialfall,1
Netzwerkinformation,Zweck,1
Abfragesprache,Anwendungsseite,1
Data-warehouse-system,Fotodatum,1
Datenaufsichtssprache,Nosql-datenbank,1
Information,Protokolldatei,1
Logging,Netzwerk,1
Anwendungsprogramm,Applikation,1
Proxyserver,Speichermedium,1
Netzwerkdatenbankmodell,Rdf-format,1
Versionsverwaltungssystem,Datenaufsichtssprache,1
Logging,Internet-information,1
Speichermedium,Publikationsverbund,1
Speicher,Feldname,1
Publikationsserver,Opus-server,1
History-tabelle,System,1
Format,Teil,1
Sprache,Programmieraufwand,1
Feldname,Medium,1
Logging,Sprache,1
History-tabelle,Hashtabelle,1
Datenspeichersystem,Typ,1
Data-warehouse-system,Sprachteil,1
Datenbanksystem,Information,1
Datenbanksystem,Verteilungsmuster,1
Antimuster,Zustand,1
Datenaufsichtssprache,Datumenstruktur,1
Single-server,Universität,1
Dokumenten-server,Datumenbestand,1
Hochschulschriftenserver,Lastverteilung,1
Datenmanipulationssprache,Antimuster,1
Transaktionstabelle,Internet-information,1
Programm,Artikelname,1
Teilsprache,Attribut,1
Xml-format,Datumenmenge,1
Batch-transaktion,Teil,1
Datenmanipulationssprache,Inhalt,1
Logging,Datenverarbeitungssprache,1
Software,Zweck,1
Fall,Code,1
Harvesting,Feld,1
Lookup-tabelle,Verfahren,1
Proxyserver,Federation,1
Datenbanksprache,Paket,1
Master-server,Softwarelösung,1
Systemsoftware,Programm,1
Relationale-datenbank-muster,Datumensatz,1
Feldname,Anwendung,1
Datenmanipulationssprache,Netzwerkdatenbankmodell,1
Computersystem,Anwendergruppe,1
Hintergrundprogramm,Name,1
Sprache,Format,1
Tabelle,Projektdatum,1
Netzwerkdatenbankmodell,Struktur,1
Muster,Netzwerkdatenbankmodell,1
Anbieterserver,Umgekehrter,1
Single-server,Datenspeicher,1
Datenbanksystem,Aktualisieren,1
Fremdschlüssel,Upgrade,1
Name,Verbund,1
Objektdatenbankmodell,Einsatz,1
Protokoll,Attribut,1
Speicher,Objektklasse,1
Datenspeichersystem,Begriff,1
Quelltabelle,Format,1
Berechnungsmodell,Sächsisch,1
Ereignisprotokoll,Universitäts-website,1
Datenänderung,Fall,1
Datenaufsichtssprache,Datumenbestand,1
Sprache,Nettodaten,1
Sicherheitsmuster,Schlüssel,1
Tabellenform,Entwicklung,1
Mastertabelle,Programmzustand,1
Dokumenten-server,Universität,1
Abhängigkeitsinformation,Artikelnummer,1
Objektdatenbank,Feld,1
Server,Ereignisprotokoll,1
Tracing,Objektdatenbankmodell,1
Zieltabelle,Modell,1
Sprache,Berechnungsmodell,1
Fehler,Datenbankanwendung,1
Processing,Name,1
Proxyserver,Artikelname,1
Projektdatum,Randdatum,1
System,Datenanforderung,1
Muster,Datenbankmodell,1
Versionsverwaltungssystem,Ereignisprotokolldatei,1
Projektarchiv,Archiv,1
Hashtabelle,Ereignisprotokoll,1
Zieltabelle,Antimuster,1
Berechnungsmodell,Objektklasse,1
Laufzeitfehler,Seite,1
Modell,Telemedium,1
Datumenmodell,Information,1
Relationale-datenbank-muster,Fremdschlüssel,1
Zieltabelle,Paket,1
Harvesting,Entwicklung,1
Datenbankmodell,Zustand,1
Hochschulschriftenserver,Geschäftstransaktion,1
Transaktionsprotokoll,Datumenfeld,1
Transaktionstabelle,Netzwerkinformation,1
Objektdatenbankmodell,Fall,1
Sprache,Transaktionsprotokoll,1
Form,Zustand,1
Fetching,Berechnungsmodell,1
Datenbanksystem,Adressliste,1
Objektdatenbanksystem,Bezüglich,1
Versionsverwaltungssystem,Transaktion,1
Objektklasse,Gruppe,1
Server,Projekt,1
Dokumentenserver,Zweck,1
Datenmanipulationssprache,Benutzerfehler,1
Proxyserver,Archiv,1
Teilsprache,Verhalten,1
Modeling,Zweck,1
Hauptspeicher,Menge,1
Fehler,Name,1
Server,Format,1
Muster,Projektarchiv,1
Proxyserver,Adressliste,1
Single-server,Dokumentmenge,1
Dokumentenserver,Teil,1
Information,Archiv,1
Publikationsserver,Anwendungsseite,1
Datenbanksystem,Applikation,1
Fremdschlüssel,Einsatz,1
Beginning,Datenspeicher,1
Programm,Teil,1
Datenspeichersystem,Fotodatum,1
Datenbankmodell,Medium,1
Proxyserver,Zweck,1
Speicher,Ereignisprotokoll,1
Fremdschlüssel,Datenbank-)abfragesprache,1
Lookup-tabelle,Internet-information,1
Eda-datenbank,Kundennummer,1
Datenmanipulationssprache,Programmzustand,1
E-mail-server,Information,1
Master-server,Datenbanksprache,1
Objektdatenbanksystem,Passwort,1
Referenztabelle,Ereignisprotokoll,1
Anwendungsprogramm,Datumensatz,1
Beschreibung,Rdf-format,1
Hochschulschriftenserver,Verantwortlich,1
Beginning,Datenbanksprache,1
Installationsprogramm,Verarbeitung,1
Adressdaten,Nutzdaten,1
Referenztabelle,Sicherheit,1
Mastertabelle,Verteilungsmuster,1
Zieltabelle,Datenbanksprache,1
Objektdatenbankmodell,Open-source-datenbank,1
Referenztabelle,Datenbanksprache,1
Tracing,Primärschlüssel,1
Datenbanksystem,Upgrade,1
Datenspeichersystem,Datenspeicher,1
Transaktion,Speichermedium,1
Windows-system,Auflösungsmuster,1
E-mail-server,Datenverarbeitungssprache,1
Geschäftstransaktion,Transaktionsprotokoll,1
Lookup-tabelle,Architektur,1
Server,Fehler,1
Fetching,Software,1
Muster,Anwendergruppe,1
Referenztabelle,Mastertabelle,1
Datenaufsichtssprache,Datumenmodell,1
Fetching,Transaktion,1
Auflösungsmuster,Datenbankmodell,1
Processing,Modell,1
Datenmanipulationssprache,Upgrade,1
Systemsoftware,Streaming-media-applikation,1
Speichermedium,Anwendungsseite,1
Berechnungsmodell,Objektdatenbank,1
Zurücksetzen,Anwendungsseite,1
Berechnungsmodell,Gruppe,1
Single-server,Logdateianalyse,1
Windows-system,Abfragesprache,1
Objektdatenbanksystem,Begriff,1
Datenbanksprache,Denormalisierungsmuster,1
Datenspeicher,Problem,1
Anbieterserver,Artikelnummer,1
E-mail-server,Attribut,1
Ereignisprotokoll,Entitätstyp,1
Modell,Datumenstruktur,1
Master-server,Anwendungsseite,1
Datenspeichersystem,Analysezweck,1
History-tabelle,Datum,1
Manipulationssprache,Installieren,1
Versionsverwaltungssystem,Dokumentmenge,1
Objektklasse,Softwareprojekt,1
Klasse,Programmieraufwand,1
Sprache,Fremdschlüssel,1
Hochschulschriftenserver,Archiv,1
Relationale-datenbank-muster,Benutzerfehler,1
Tabellenform,Verarbeitung,1
Sprache,Peer-to-peer-netzwerk,1
Sprache,Aufwand,1
Sprache,Anwendungsseite,1
Datenbanksprache,Datumenbestand,1
Single-server,Programmzustand,1
Primärschlüssel,Laufzeitfehler,1
Versionsverwaltungssystem,Sicherheit,1
Programm,Fremdschlüssel,1
Processing,Harvesting,1
Sicherheitsmuster,Transaktionsprotokoll,1
Fetching,Datenmanipulationssprache,1
Artikelname,Datentyp,1
Listen­form,Programmzustand,1
Objektklasse,Projekt,1
Data-warehouse-system,Format,1
Master-server,Ascii-code,1
Anbieterserver,Speicher,1
Processing,Sprachteil,1
E-mail-server,Preprint-server,1
Datenaufsichtssprache,Sprachteil,1
Lookup-tabelle,Sicherheitsmuster,1
Objektdatenbanksystem,Netzwerkdatenbankmodell,1
Denormalisierungsmuster,Medium,1
Information,Auswertung,1
Transaktionsprotokoll,Feld,1
Anwendungsseite,Netzwerk,1
Datenverarbeitungssprache,Ereignisprotokolldatei,1
Objektdatenbankmodell,Transaktionsprotokoll,1
Datenbanksprache,Teilsprache,1
Eda-datenbank,Stapelverarbeitung,1
Manipulationssprache,Klasse,1
Preprint-server,Listen­form,1
Proxyserver,Klasse,1
Datenaufsichtssprache,Verfahren,1
System,Laufzeitfehler,1
Relationale-datenbank-muster,Projekt,1
Netzwerkdatenbankmodell,Format,1
Dokumenten-server,Fehler,1
Transaktion,Bibliothek,1
Beginning,Zustand,1
Hashtabelle,Rdf-format,1
Laufzeitfehler,Zweck,1
Processing,Bibliothek,1
Objektdatenbankmodell,Medium,1
Datumensatz,Publikationsverbund,1
Laufzeitinformation,Datenbank-)abfragesprache,1
Listen­form,Analysezweck,1
Benutzerfehler,Echtzeitauswertung,1
Datenbanksprache,Fall,1
Referenztabelle,Tabelle,1
Single-server,Transaktion,1
Dokumenten-server,Analysezweck,1
Information,Paket,1
Proxyserver,Fall,1
Modell,Analysezweck,1
Information,Datenprotokollierungs-bibliothek,1
Datenmanipulationssprache,Datenprotokollierungs-bibliothek,1
Teilsprache,Bestand,1
Warning,Gruppe,1
Anwendungsprogramm,Bibliothek,1
Server,Artikelnummer,1
Speicher,Peer-to-peer-netzwerk,1
Relationale-datenbank-muster,Zustand,1
Datenverarbeitungssprache,Verarbeitung,1
Internet-information,Logdatei,1
Programm,Datumenfeld,1
Single-server,Adressliste,1
Hochschulschriftenserver,Bibliothek,1
Artikelname,Teil,1
Internet-information,Laufzeitfehler,1
Opus-server,Menge,1
Warning,Laufzeitinformation,1
Information,Sicherheit,1
Relationale-datenbank-muster,Verarbeitung,1
Anbieterserver,Gruppe,1
Referenztabelle,Objektdatenbankmodell,1
Anbieterserver,Objektklasse,1
Master-server,Liste,1
Manipulationssprache,Adressliste,1
System,Einheitlich,1
Datenmanipulationssprache,Seite,1
System,Feld,1
Lookup-tabelle,Analysezweck,1
Manipulationssprache,Dokumentmenge,1
Single-server,Entwicklung,1
Preprint-server,Objektdatenbank,1
Transaktionstabelle,Versionsverwaltungssystem,1
Artikelname,Name,1
Querverweistabelle,Objektdatenbankmodell,1
Teilsprache,Fall,1
Hauptspeicher,Datensatzbegrenzung,1
Hashtabelle,Lastverteilung,1
Sicherheitsmuster,Medium,1
Quelltabelle,Transaktionsprotokoll,1
Information,Medium,1
Transaktionstabelle,Klasse,1
Ereignisprotokoll,Anwendungsseite,1
Data-warehouse-system,Sprache,1
History-tabelle,Internet-information,1
Datenbankmodell,Form,1
Processing,Struktur,1
Sicherheitsmuster,Laufzeitfehler,1
Graphdatenbanken,Nosql-datenbanken,1
Telemedium,Zweck,1
Single-server,Menge,1
Datenmanipulationssprache,Projekt,1
Tabelle,Attribut,1
Datenaufsichtssprache,Bestand,1
Name,Analysezweck,1
Randdatum,Satz,1
Manipulationssprache,Ascii-code,1
Server,Warning,1
Sprache,Verteilungsmuster,1
Änderung,Systementwicklung,1
Preprint-server,Verfahren,1
Versionsverwaltungssystem,Sprachteil,1
Harvesting,Speicher,1
Datenverarbeitungssprache,Entitätstyp,1
Querverweistabelle,Objektdatenbanksystem,1
Anwendungsprogramm,Protokoll,1
Auflösungsmuster,Verfahren,1
Publikationsserver,Datumenmodell,1
Hintergrundprogramm,Zweck,1
Hashtabelle,Tabellenform,1
E-mail-server,Analysezweck,1
Datenspeichersystem,Objektdatenbankmodell,1
Master-server,Windows-system,1
Netzwerkdatenbankmodell,Anwendungsseite,1
Objektdatenbanksystem,Zustand,1
Proxyserver,Analyse,1
Internet-information,Datumensatz,1
Dokumenten-server,Transaktion,1
Name,Protokoll,1
Auflösungsmuster,Teil,1
Datenspeicher,Programmieraufwand,1
Hauptspeicher,Zustand,1
Fehler,Transaktionsprotokoll,1
Zieltabelle,Objektklasse,1
Zieltabelle,Fall,1
Internet-information,Transaktionsprotokoll,1
Sprachteil,Publikationsverbund,1
Netzwerkdatenbankmodell,Liste,1
Primärschlüssel,Benutzerfehler,1
Dokumentenserver,Master-server,1
Beginning,Abfragesprache,1
Master-server,Datumenfeld,1
Mastertabelle,Transaktion,1
Verteilungsmuster,Fall,1
Objektklasse,Verfahren,1
Datenbanksprache,Softwareprojekt,1
Data-warehouse-system,Nutzungsdatum,1
Satz,Masseneinsatz,1
Datumenmenge,Bestand,1
Quelltabelle,Modell,1
Format,Bestand,1
Data-warehouse-system,Datumenfeld,1
Fetching,Fall,1
Hashtabelle,Manipulationssprache,1
Fetching,Fremdschlüssel,1
Nutzungsdatum,Transaktionsprotokoll,1
Data-warehouse-system,Archiv,1
Xml-format,Hauptspeicher,1
Anbieterserver,Projektarchiv,1
Fremdschlüssel,Speichermedium,1
Datenspeichersystem,Feldname,1
Listen­form,Passwort,1
Speichermedium,Telemedium,1
Publikationsserver,Server,1
Standardverhalten,Verhalten,1
Server,Telemedium,1
System,Randdatum,1
Datenbankmodell,Datumenmenge,1
Protokolldatei,Satz,1
Anbieterserver,Universität,1
Grafiksoftware,Applikation,1
Publikationsverbund,Analysezweck,1
Quelltabelle,Attribut,1
Master-server,Manipulationssprache,1
Harvesting,Form,1
Telemedium,Quelle,1
Xml-format,Systementwicklung,1
Anbieterserver,Artikelname,1
Datumenstruktur,Struktur,1
Sprache,Softwareprojekt,1
Preprint-server,Medium,1
Datenbanksystem,Datenanforderung,1
E-mail-server,Federation,1
Single-server,Artikelnummer,1
Sprache,Bestand,1
Objektdatenbanksysteme,Datenbanksysteme,1
Windows-system,Artikelnummer,1
Anbieterserver,Gurocksoftware,1
Modeling,Verfahren,1
Windows-system,Anwendergruppe,1
Auflösungsmuster,Typ,1
Proxyserver,Programmzustand,1
Primärschlüssel,Name,1
Fremdschlüssel,Benutzerfehler,1
Processing,Aufwand,1
Versionsverwaltungssystem,Datumenfeld,1
Menge,Objektklasse,1
Zieltabelle,Datumenfeld,1
Datenspeicher,Projektarchiv,1
Objektdatenbankmodell,Satz,1
Logging,Gruppe,1
Speicher,Verfahren,1
Tabellenform,Entitätstyp,1
Hochschulschriftenserver,Logdateianalyse,1
Transaktionsprotokoll,Teil,1
System,Auflösungsmuster,1
Dokumenten-server,Anwendungsseite,1
Single-server,Manipulationssprache,1
Datenbanksprache,Speicher,1
Information,Adressliste,1
Dokumenten-server,Hintergrundprogramm,1
System,Abfragesprache,1
Datenspeichersystem,Verteilung,1
Batch-transaktion,Ereignisprotokoll,1
Datumensatz,Problem,1
Datenverarbeitungssprache,Muster,1
Quelltabelle,Transaktion,1
Relationale-datenbank-muster,Datumenmodell,1
Teilsprache,Programmpaket,1
Manipulationssprache,Form,1
Proxyserver,Anwendung,1
Artikelname,Bibliothek,1
Datenmanipulationssprache,Datenbankanwendung,1
Preprint-server,Federation,1
Protokoll,Verarbeitung,1
E-mail-server,Registration,1
Lookup-tabelle,Data-warehouse-system,1
Single-server,Abfragesprache,1
Datenbank-)abfragesprache,Verbund,1
Zieltabelle,Satz,1
Objektdatenbanksystem,Bibliothek,1
Grafiksoftware,Gurocksoftware,1
Sicherheitsmuster,Lastverteilung,1
Hochschulschriftenserver,Analysezweck,1
Zieltabelle,Versionsverwaltungssystem,1
Internet-information,Schlüssel,1
Problem,Systementwicklung,1
Programm,Paketquelle,1
Harvesting,Entitätstyp,1
Manipulationssprache,Datentyp,1
Objektdatenbank,Datenprotokollierungs-bibliothek,1
Anbieterserver,Publikationsserver,1
Datenspeichersystem,Programmpaket,1
Hintergrundprogramm,Primärschlüssel,1
Transaktion,Stapelverarbeitung,1
Master-server,Datenaufsichtssprache,1
Warning,Datenbanksprache,1
History-tabelle,Lookup-tabelle,1
Hochschulschriftenserver,Lastenverteilung,1
Datumenmenge,Fremdschlüsselbegrenzung,1
Transaktionstabelle,Dta-verfahren,1
Objektdatenbanksystem,Lastenverteilung,1
Processing,Menge,1
Publikationsserver,Bibliothek,1
Dokumentenserver,Liste,1
Master-server,Nosql-datenbank,1
Objektdatenbanksysteme,Datumenfeld,1
Berechnungsmodell,Datumenbestand,1
Netzwerkdatenbankmodell,Fall,1
Name,Aufwand,1
Problem,Aufwand,1
Hashtabelle,Datenbankmodell,1
Proxyserver,Dta-verfahren,1
Objektdatenbanksystem,Adressliste,1
Logging,Teil,1
Listen­form,Ausfallsicherheit,1
Ereignisprotokoll,Entwicklung,1
Denormalisierungsmuster,Datenbankmodell,1
Publikationsserver,Information,1
Teilsprache,Verfahren,1
Datenbank-)abfragesprache,Satz,1
System,Paketverwaltung,1
History-tabelle,Data-warehouse-system,1
Master-server,Analyse,1
Anbieterserver,Attribut,1
System,Datenbanksprache,1
Artikelname,Speichermedium,1
Harvesting,Teil,1
Datenbanksystem,Problem,1
Teilsprache,Protokoll,1
Auflösungsmuster,Zustand,1
Datenbankmodell,Verfahren,1
Datenbanksprache,Primärschlüssel,1
Data-warehouse-system,Datenbankanwendung,1
Netzwerkdatenbankmodell,Archiv,1
Name,Quelle,1
Publikationsserver,Ascii-code,1
Datenaufsichtssprache,Internet-information,1
Projektdatum,Satz,1
Publikationsserver,Zustand,1
Rdf-format,Datenspeicher,1
Referenztabelle,Stapelverarbeitung,1
Dokumentenserver,Verantwortlich,1
Datentyp,Typ,1
Information,Lastverteilung,1
Objektdatenbankmodell,Sprachteil,1
Verteilungsmuster,Datumenmodell,1
Menge,Artikelnummer,1
Objektdatenbanksystem,Dta-verfahren,1
Auflösungsmuster,Datumenmenge,1
Zurücksetzen,Seite,1
Name,Transaktionsprotokoll,1
Format,Entwicklung,1
Quelltabelle,Datenspeichersystem,1
Windows-system,Objektdatenbanksystem,1
Datei,Protokoll,1
Abhängigkeitsinformation,Ereignisprotokoll,1
E-mail-server,Gurocksoftware,1
System,Verarbeitung,1
Data-warehouse-system,Dini-datenbank,1
Form,Dokumentmenge,1
Sprachteil,Feld,1
Publikationsserver,Abfragesprache,1
Hochschulschriftenserver,Batch-transaktion,1
Hauptspeicher,Struktur,1
Speicher,Telemedium,1
Opus-server,Universität,1
Struktur,Entwicklung,1
Manipulationssprache,Ereignisprotokoll,1
Server,Masseneinsatz,1
Objektdatenbanksystem,Einsatz,1
System,Rdf-format,1
System,Setzen,1
Versionsverwaltungssystem,Format,1
Opus-server,Datumenstruktur,1
Universität,Archiv,1
Dokumenten-server,Datenverarbeitungssprache,1
Objektdatenbank,Eda-datenbank,1
Ereignisprotokolldatei,Adressdaten,1
Transaktionsprotokoll,Zweck,1
Dokumentenserver,Form,1
Publikationsserver,Paketquelle,1
Lookup-tabelle,Verarbeitung,1
Warning,Installationsprogramm,1
Datenbankanwendung,Streaming-media-applikation,1
System,Datumenmenge,1
Single-server,Systementwicklung,1
Referenztabelle,Datenbank-)abfragesprache,1
Opus-server,Gunter,1
Proxyserver,Nosql-datenbank,1
Struktur,Gruppe,1
Computersystem,Medium,1
System,Upgrade,1
Fetching,Datenverarbeitungssprache,1
Feldname,Anwendungsseite,1
Transaktionsprotokoll,Fall,1
Muster,Datumenbestand,1
Quelltabelle,Datumenmodell,1
Datenspeichersystem,Verwaltung,1
Master-server,Datumenstruktur,1
Software,Hintergrundprogramm,1
Versionsverwaltungssystem,Antimuster,1
E-mail-server,Teil,1
Datenspeicher,Entwicklung,1
Publikationsserver,Dokumentmenge,1
Datenbanksystem,Form,1
Tabelle,Datensatzbegrenzung,1
Logging,Fehler,1
Sicherheitsmuster,Teil,1
Logging,Speicher,1
Logging,Liste,1
Datenspeichersystem,Sicherheit,1
