labels,words,scores
Bedeutungen,"Fahrtzweck, Erziehungszweck, Zweck, Reiseform, Wiki-form, Form, Arbeitszeit, Schulbusschild, Schild, Bedeutung, Eisenbahn, Rahmen, Unternehmen, Kraftfahrzeug, Verb, Abenteuer, Bahn",0.8576654826093485
Sprache,"Zweck, Ort, Weltreiseführer, Reiseführer, Gefährdungsbeurteilung, Beurteilung, Verb, Information, Richter, Stelle",0.8562589625520615
Phase,"Fahrt, Vorphase, Anfangphase, Hochphase, Außendienst, Dienst, Tramper-bewegung, Hippie-bewegung, Unterhaltungsbetrieb, Betrieb, Dienstreise",0.8551494566089672
Verhältnis,"Schulfahrt, Schülerfahrt, Studienfahrt, Frauenfahrt, Fahrt, Transitstaat, Nicht-schengen-staat, Wohnsitzstaat, Staat, Dienstreiseverkehr, Freizeitverkehr, Linienverkehr, Reiseverkehr, Wagenklasse, Beförderungsklasse, Klasse, Fahrtzweck, Erziehungszweck, Zweck, Arbeitsleistung, Regelleistung, Leistung, Klassenfahrt, Außendienst, Dienst, Arbeitspflicht, Pflicht, Erziehungsarbeit, Arbeit, Kennenlernen, Lernen, Schild, Dienstgang, Unterrichtsgang, Straßenverbindung, Verbindung, Art, Familie, Dienstreise, Land, Deutschland, Bedeutung, Rahmen, Mensch, Österreich, Schweiz, Welt, Weblink, Erledigung, Bezug",0.8547677925769959
Mitteilung,"Reiseführer, Arbeitsanweisung, Dienstanweisung, Englisch, Information, Richter",0.8500886524228463
Wechsel,"Schulfahrt, Schülerfahrt, Studienfahrt, Frauenfahrt, Fahrt, Dienstreiseverkehr, Freizeitverkehr, Linienverkehr, Reiseverkehr, Reise, Klassenfahrt, Flug, Reisen, Tramper-bewegung, Hippie-bewegung, Schulwanderung, Information",0.8484214600758813
Verkehrsmittel,"Schulbus, Reiseverkehrsmittel, Auto, Autofahrer, Eisenbahn, Kraftfahrzeug, Bahn",0.8404482401989904
Folge,"Zweck, Schulprogramm, Fahrtenprogramm, Programm, Außendienst, Dienst, Ort, Weltreiseführer, Reiseführer, Ausgabe, Schild, Gefährdungsbeurteilung, Beurteilung, Familie, Schülersammelliste, Schülerliste, Dienstreise, Deutschland, Teil, Verb, Information, Richter, Bundesland, Bahn, Stelle",0.8386292087482222
Gliederung,"Zweck, Reiseform, Wiki-form, Form, Wohlfahrtsverband, Caritasverband, Bedeutung, Unternehmen, Bahn",0.8364227628397191
Liste,"Schulprogramm, Fahrtenprogramm, Programm, Außendienst, Dienst, Weltreiseführer, Reiseführer, Beurteilung, Schülersammelliste, Schülerliste, Dienstreise, Deutschland, Verb, Information, Richter, Bundesland, Bahn, Stelle",0.8324623512574271
Gemütszustand,"Schulfahrt, Schülerfahrt, Studienfahrt, Frauenfahrt, Fahrt, Dienstreiseverkehr, Freizeitverkehr, Linienverkehr, Reiseverkehr, Schulreise, Abi-reise, Matura-reise, Austauschreise, Reise, Weltreise, Klassenfahrt, Fernflug, Flug, Mitreisen, Auslandreisen, Reisen, Tramper-bewegung, Hippie-bewegung, Dienstreise, Geschäftsreise, Weltumrundung",0.8262272271534554
Betätigung,"Schulfahrt, Schülerfahrt, Studienfahrt, Frauenfahrt, Fahrt, Dienstreiseverkehr, Freizeitverkehr, Linienverkehr, Reiseverkehr, Schulreise, Abi-reise, Matura-reise, Austauschreise, Reise, Weltreise, Klassenfahrt, Fernflug, Flug, Mitreisen, Auslandreisen, Reisen, Tramper-bewegung, Hippie-bewegung, Dienstreise, Geschäftsreise, Weltumrundung",0.8262272271534554
Bewegung,"Schulfahrt, Schülerfahrt, Studienfahrt, Frauenfahrt, Fahrt, Dienstreiseverkehr, Freizeitverkehr, Linienverkehr, Reiseverkehr, Schulreise, Abi-reise, Matura-reise, Austauschreise, Reise, Forschungsweltreise, Weltreise, Klassenfahrt, Schulausflug, Fernflug, Flug, Mitreisen, Auslandreisen, Reisen, Tramper-bewegung, Hippie-bewegung, Dienstreise, Geschäftsreise, Weltumrundung",0.8255917997989104
Sinn,"Fahrtzweck, Erziehungszweck, Zweck, Deutschland, Bedeutung, Verb, Bundesland, Bahn, Stelle",0.8245127110017801
Rechtsform,"Leistung, Dienstgeschäft, Haustürgeschäft, Arbeit, Lernen, Treffen, Arbeitgeber, Eisenbahn, Unternehmen, Abenteuer, Unterweisung, Bahn, Verbreitung",0.8219726993830228
juristische,"Leistung, Dienstgeschäft, Haustürgeschäft, Arbeit, Lernen, Treffen, Arbeitgeber, Eisenbahn, Unternehmen, Abenteuer, Unterweisung, Bahn, Verbreitung",0.8219726993830228
Betriebsamkeit,"Fahrt, Außendienst, Dienst, Tramper-bewegung, Hippie-bewegung, Unterhaltungsbetrieb, Betrieb, Dienstreise",0.8218603198435049
Programm,"Schulprogramm, Fahrtenprogramm, Außendienst, Dienst, Dienstreise",0.8218501418828964
Ergebnis,"Transitstaat, Nicht-schengen-staat, Wohnsitzstaat, Staat, Hauptmotivation, Prestigemotivation, Motivation, Wagenklasse, Beförderungsklasse, Klasse, Zweck, Arbeitsleistung, Regelleistung, Leistung, Schulprogramm, Fahrtenprogramm, Programm, Außendienst, Dienst, Ort, Reiseführer, Arbeitspflicht, Pflicht, Erziehungsarbeit, Arbeit, Betriebsausgabe, Ausgabe, Kennenlernen, Lernen, Science-fiction-roman, Roman, Dienstgang, Unterrichtsgang, Reisegrund, Grund, Beurteilung, Art, Familie, Dienstreise, Land, Deutschland, Teil, Mensch, Österreich, Schweiz, Verb, Richter, Erledigung, Bundesland, Bahn, Stelle",0.8205678004819112
Werk,"Fahrtzweck, Erziehungszweck, Zweck, Arbeitsort, Ort, Arbeit, Betriebsausgabe, Ausgabe, Aufenthalt, Schild, Science-fiction-roman, Roman, Reisegrund, Grund, Betrieb, Gefährdungsbeurteilung, Beurteilung, Teil, Bedeutung, Privatwirtschaft, Arbeitsstätte, Schweiz, Band, Bestandteil, Bahn, Stelle",0.8192574919055322
Anstrengung,"Transitstaat, Nicht-schengen-staat, Wohnsitzstaat, Staat, Wagenklasse, Beförderungsklasse, Klasse, Arbeitsleistung, Regelleistung, Leistung, Arbeitspflicht, Pflicht, Erziehungsarbeit, Arbeit, Kennenlernen, Lernen, Dienstgang, Unterrichtsgang, Art, Familie, Land, Deutschland, Mensch, Österreich, Schweiz, Erledigung",0.8179734411777178
Darstellung,"Wagenklasse, Beförderungsklasse, Klasse, Zweck, Bundesreisekostengesetz, Einkommensteuergesetz, Arbeitsgesetz, Reiseform, Wiki-form, Form, Schulbusschild, Schild, Science-fiction-roman, Roman, Hochkulturschema, Trivialschema, Art, Rechtsbegriff, Begriff, Familie, Bedeutung, Zahl, Jahrhundert, Unternehmen, Kraftfahrzeug, Geschichte, Welt, Bahn",0.8158850795721636
Aufgabe,"Transitstaat, Nicht-schengen-staat, Wohnsitzstaat, Staat, Arbeitspflicht, Pflicht, Land, Deutschland, Europa, Kontinent, Österreich, Schweiz, Asien, Bahn",0.811839607416365
Anstellung,"Fahrtzweck, Erziehungszweck, Zweck, Arbeitsort, Ort, Arbeit, Aufenthalt, Betrieb, Arbeitsanweisung, Dienstanweisung, Ziel, Arbeitsstätte, Bestimmung, Richtung, Stelle",0.8115529933599129
Ziffer,"Klasse, Zweck, Form, Schule, Dienst, Ort, Betriebsausgabe, Ausgabe, Grund, Art, Bedeutung, Zahl, Verb, Information, Gesellschaft, Gruppe, Milliarde, Million, Stelle",0.8078624225891856
Zahlungsmittel,"Taggeld, Nächtigungsgeld, Kilometergeld, Trennungsgeld, Geld, Nielsen, Passen",0.8047113526781262
Stück,"Programm, Zeit, Reiseführer, Schulbusschild, Schild, Reisegrund, Grund, Gefährdungsbeurteilung, Beurteilung, Familie, Berg, Teil, Bedeutung, Privatwirtschaft, Schweiz, Band, Richter, Bestandteil, Bestimmung, Bahn, Stelle",0.8000944175112269
Zeitspanne,"Regelarbeitszeit, Arbeitszeit, Austauschjahr, Jahr, Wegzeit, Zeit, Woche, Tag, Jahrhundert, Monat, Geschichte, August, Beginn",0.799511553015153
Zahl,"Wagenklasse, Beförderungsklasse, Klasse, Fahrtzweck, Erziehungszweck, Zweck, Reiseform, Wiki-form, Form, Musterschule, Schule, Außendienst, Dienst, Arbeitsort, Ort, Arbeit, Betriebsausgabe, Ausgabe, Aufenthalt, Verein, Reisegrund, Grund, Betrieb, Beurteilung, Vorschuss, Reiseart, Art, Familie, Dienstreise, Teil, Wohnung, Schiff, Arbeitsstätte, Unternehmen, Verb, Gesellschaft, Bezug, Bahn, Gruppe, Milliarde, Million, Stelle",0.7981746209559383
Durchführung,"Leistung, Dienstgeschäft, Haustürgeschäft, Arbeit, Lernen, Treffen, Inselsberg, Berg, Arbeitgeber, Regelung, Eisenbahn, Unternehmen, Abenteuer, Unterweisung, Bahn, Verbreitung",0.7979215509511225
Geologie,"Wagenklasse, Beförderungsklasse, Klasse, Zweck, Form, Schulbusschild, Schild, Roman, Reiseart, Art, Gastfamilie, Familie, Land, Deutschland, Teil, Österreich, Soldat, Gruppe",0.79667411926651
Verkehr,"Dienstreiseverkehr, Freizeitverkehr, Linienverkehr, Reiseverkehr, Fernflug, Flug",0.7960009793440501
Umgang,"Dienstreiseverkehr, Freizeitverkehr, Linienverkehr, Reiseverkehr, Fernflug, Flug",0.7960009793440501
Veranstaltung,"Schulveranstaltung, Unterrichtsveranstaltung, Dienstgeschäft, Haustürgeschäft, Tätigkeit, Arbeitgeber, Eisenbahn, Unternehmen, Abenteuer, Gesellschaft, Bahn",0.7928164971672198
Arbeit,"Transitstaat, Nicht-schengen-staat, Wohnsitzstaat, Staat, Wagenklasse, Beförderungsklasse, Klasse, Zweck, Form, Arbeitsleistung, Regelleistung, Leistung, Arbeitspflicht, Pflicht, Erziehungsarbeit, Kennenlernen, Lernen, Roman, Dienstgang, Unterrichtsgang, Reiseart, Art, Gastfamilie, Familie, Land, Deutschland, Teil, Mensch, Österreich, Schweiz, Frau, Soldat, Erledigung, Gruppe",0.7918015972055841
Zeitpunkt,"Regelarbeitszeit, Arbeitszeit, Austauschjahr, Jahr, Wegzeit, Zeit, Woche, Tag, Jahrhundert, Monat, Geschichte, Beginn",0.7908651305432355
Veränderung,"Schulfahrt, Schülerfahrt, Studienfahrt, Frauenfahrt, Fahrt, Dienstreiseverkehr, Freizeitverkehr, Linienverkehr, Reiseverkehr, Schulreise, Abi-reise, Matura-reise, Austauschreise, Reise, Weltreise, Klassenfahrt, Fernflug, Flug, Mitreisen, Auslandreisen, Reisen, Tramper-bewegung, Hippie-bewegung, Dienstreise, Geschäftsreise, Schulwanderung, Information, Weltumrundung",0.7897821383509017
Zeichen,"Klasse, Zweck, Form, Schule, Dienst, Ort, Reiseführer, Betriebsausgabe, Ausgabe, Grund, Beurteilung, Art, Deutschland, Bedeutung, Zahl, Verb, Information, Gesellschaft, Richter, Bundesland, Bahn, Gruppe, Milliarde, Million, Stelle",0.7896693665068315
Bekleidung,"Transitstaat, Nicht-schengen-staat, Wohnsitzstaat, Staat, Land, Deutschland, Europa, Kontinent, Österreich, Schweiz, Asien, Bahn",0.7870316614157681
Staaten,"Transitstaat, Nicht-schengen-staat, Wohnsitzstaat, Staat, Land, Deutschland, Europa, Kontinent, Österreich, Schweiz, Asien, Bahn",0.7870316614157681
Gesellschaft,"Leistung, Dienstgeschäft, Haustürgeschäft, Auswärtstätigkeit, Tätigkeit, Arbeit, Lernen, Interesse, Treffen, Betrieb, Arbeitgeber, Eisenbahn, Unternehmen, Abenteuer, Unterweisung, Durchführung, Bahn, Verbreitung",0.7841606613571545
Verein,"Fahrtzweck, Erziehungszweck, Zweck, Schulverein, Dienstgang, Unterrichtsgang, Straßenverbindung, Verbindung, Land, Deutschland, Europa, Kontinent, Mensch, Österreich, Frau, Asien, Welt, Weblink",0.7780213220437188
Wissenschaft,"Wagenklasse, Beförderungsklasse, Klasse, Schulbusschild, Schild, Art, Familie, Land, Jahrhundert, Geschichte",0.7753767927058699
Abbildung,"Wagenklasse, Beförderungsklasse, Klasse, Fahrtzweck, Erziehungszweck, Zweck, Bundesreisekostengesetz, Einkommensteuergesetz, Arbeitsgesetz, Reiseform, Wiki-form, Form, Schulbusschild, Schild, Roman, Hochkulturschema, Trivialschema, Grund, Reiseart, Art, Rechtsbegriff, Begriff, Gastfamilie, Familie, Teil, Bedeutung, Eisenbahn, Zahl, Unternehmen, Kraftfahrzeug, Abenteuer, Soldat, Welt, Bahn, Gruppe, Milliarde, Stelle",0.7740790785853339
Geschehnis,"Staat, Klasse, Zweck, Arbeitsleistung, Regelleistung, Leistung, Außendienst, Dienst, Dienstgeschäft, Haustürgeschäft, Pflicht, Auswärtstätigkeit, Tätigkeit, Erziehungsarbeit, Arbeit, Betriebsausgabe, Ausgabe, Lernen, Science-fiction-roman, Roman, Mediumeninteresse, Interesse, Grund, Unterhaltungsbetrieb, Betrieb, Dienstreise, Ziel, Regelung, Eisenbahn, Unternehmen, Abenteuer, Erledigung, Durchführung, Richtung, Stelle",0.7699627209508075
Berufstätigkeit,"Staat, Klasse, Zweck, Arbeitsleistung, Regelleistung, Leistung, Außendienst, Dienst, Dienstgeschäft, Haustürgeschäft, Pflicht, Auswärtstätigkeit, Tätigkeit, Erziehungsarbeit, Arbeit, Betriebsausgabe, Ausgabe, Lernen, Science-fiction-roman, Roman, Mediumeninteresse, Interesse, Grund, Unterhaltungsbetrieb, Betrieb, Dienstreise, Ziel, Regelung, Eisenbahn, Unternehmen, Abenteuer, Erledigung, Durchführung, Richtung, Stelle",0.7699627209508075
Aktion,"Staat, Klasse, Zweck, Arbeitsleistung, Regelleistung, Leistung, Außendienst, Dienst, Dienstgeschäft, Haustürgeschäft, Pflicht, Auswärtstätigkeit, Tätigkeit, Erziehungsarbeit, Arbeit, Betriebsausgabe, Ausgabe, Lernen, Science-fiction-roman, Roman, Mediumeninteresse, Interesse, Grund, Unterhaltungsbetrieb, Betrieb, Dienstreise, Ziel, Regelung, Eisenbahn, Unternehmen, Abenteuer, Erledigung, Durchführung, Richtung, Stelle",0.7699627209508075
Werkzeug,"Staat, Wagenklasse, Beförderungsklasse, Klasse, Fahrtzweck, Erziehungszweck, Zweck, Arbeitsleistung, Regelleistung, Leistung, Schulprogramm, Fahrtenprogramm, Programm, Musterschule, Schule, Außendienst, Dienst, Arbeitsort, Ort, Pflicht, Erziehungsarbeit, Arbeit, Lernen, Strandaufenthalt, Aufenthalt, Schulbus, Reiseverkehrsmittel, Verkehrsmittel, Schulbusschild, Schild, Verein, Einsatzorganisation, Organisation, Dienstgang, Unterrichtsgang, Unterhaltungsbetrieb, Betrieb, Art, Familie, Dienstreise, Auto, Teil, Transportmittel, Wohnung, Autofahrer, Eisenbahn, Schiff, Reiseziel, Mensch, Arbeitsstätte, Information, Erledigung, Dienststelle, Bestimmung, Bahn, Richtung, Übernachtung, Stelle",0.7679261672839103
Beschreibung,"Außendienst, Dienst, Einzelbeschreibung, Schulverein, Verein, Einsatzorganisation, Organisation, Verbindung, Familie, Wohlfahrtsverband, Caritasverband, Dienstreise",0.7666360689141364
Partnern,"Fahrt, Fahrtzweck, Erziehungszweck, Zweck, Reiseform, Wiki-form, Form, Sicherheit, Tätigkeit, Science-fiction-roman, Roman, Dienstgang, Unterrichtsgang, Reiseart, Art, Gastfamilie, Familie, Regelung, Mensch, Verb, Information, Geschichte, Verbreitung, Verbrechen",0.7652404387562168
Zelle,"Fahrt, Fahrtzweck, Erziehungszweck, Zweck, Reiseform, Wiki-form, Form, Sicherheit, Tätigkeit, Science-fiction-roman, Roman, Dienstgang, Unterrichtsgang, Reiseart, Art, Gastfamilie, Familie, Regelung, Mensch, Verb, Information, Geschichte, Verbreitung, Verbrechen",0.7652404387562168
Klassifikation,"Fahrt, Fahrtzweck, Erziehungszweck, Zweck, Reiseform, Wiki-form, Form, Sicherheit, Tätigkeit, Science-fiction-roman, Roman, Dienstgang, Unterrichtsgang, Reiseart, Art, Gastfamilie, Familie, Regelung, Mensch, Verb, Information, Geschichte, Verbreitung, Verbrechen",0.7652404387562168
Domäne,"Fahrt, Fahrtzweck, Erziehungszweck, Zweck, Reiseform, Wiki-form, Form, Sicherheit, Tätigkeit, Science-fiction-roman, Roman, Dienstgang, Unterrichtsgang, Reiseart, Art, Gastfamilie, Familie, Regelung, Mensch, Verb, Information, Geschichte, Verbreitung, Verbrechen",0.7652404387562168
Abteilung,"Fahrt, Fahrtzweck, Erziehungszweck, Zweck, Reiseform, Wiki-form, Form, Sicherheit, Tätigkeit, Science-fiction-roman, Roman, Dienstgang, Unterrichtsgang, Reiseart, Art, Gastfamilie, Familie, Regelung, Mensch, Verb, Information, Geschichte, Verbreitung, Verbrechen",0.7652404387562168
Gemeinschaft,"Fahrt, Fahrtzweck, Erziehungszweck, Zweck, Reiseform, Wiki-form, Form, Sicherheit, Tätigkeit, Science-fiction-roman, Roman, Dienstgang, Unterrichtsgang, Reiseart, Art, Gastfamilie, Familie, Regelung, Mensch, Verb, Information, Geschichte, Verbreitung, Verbrechen",0.7652404387562168
Verbundenheit,"Fahrtzweck, Erziehungszweck, Zweck, Dienstgang, Unterrichtsgang, Straßenverbindung, Verbindung, Land, Deutschland, Europa, Kontinent, Mensch, Österreich, Frau, Asien, Welt, Weblink",0.7649877458384813
Stätte,"Dienststätte, Betriebsstätte, Betriebsausgabe, Ausgabe, Science-fiction-roman, Roman, Grund, Stelle",0.7644104475192373
Gericht,"Dienstreiseverkehr, Freizeitverkehr, Linienverkehr, Reiseverkehr, Schüler, Reiseführer, Schulbusschild, Schild, Dienstgang, Unterrichtsgang, Lehrkraft, Bürger, Tramp, Anhalter, Schiff, Mensch, Unternehmen, Band, Frau, Soldat, Richter, Kraftfahrer, Autor",0.7634283828675491
Geschäft,"Staat, Klasse, Zweck, Arbeitsleistung, Regelleistung, Leistung, Musterschule, Schule, Dienst, Dienstgeschäft, Haustürgeschäft, Pflicht, Erziehungsarbeit, Arbeit, Einzelbeschreibung, Beschreibung, Kennenlernen, Lernen, Verein, Einsatzorganisation, Organisation, Trampertreffen, Treffen, Teil, Transportmittel, Ziel, Unternehmen, Information, Studie, Erledigung, Dienststelle, Unterweisung, Durchführung, Richtung, Verbreitung, Verbrechen",0.7633385143444776
Austausch,"Dienstreiseverkehr, Freizeitverkehr, Linienverkehr, Reiseverkehr, Fernflug, Flug, Information",0.7626003104847319
Aufwand,"Transitstaat, Nicht-schengen-staat, Wohnsitzstaat, Staat, Fahrtkosten, Übernachtungskosten, Werbungskosten, Kosten, Klasse, Arbeitsleistung, Regelleistung, Leistung, Personenverkehrsaufwand, Zeitaufwand, Pflicht, Erziehungsarbeit, Arbeit, Lernen, Land, Reisekosten, Deutschland, Europa, Kontinent, Österreich, Schweiz, Asien, Erledigung, Bahn",0.7623847543433968
Vermögen,"Wagenklasse, Beförderungsklasse, Klasse, Ort, Reiseführer, Dienstgang, Unterrichtsgang, Beurteilung, Art, Familie, Wohnung, Schiff, Möglichkeit, Mensch, Verb, Welt, Richter, Stelle",0.7607424529979082
Vorstellung,"Ausgabe, Schulbusschild, Schild, Hochkulturschema, Trivialschema, Reisegrund, Grund, Rechtsbegriff, Begriff, Zahl, Kraftfahrzeug, Welt, Bahn, Gruppe, Milliarde, Million, Stelle",0.7603604741313043
Beziehung,"Schulfahrt, Schülerfahrt, Studienfahrt, Frauenfahrt, Fahrt, Staat, Dienstreiseverkehr, Freizeitverkehr, Linienverkehr, Reiseverkehr, Klasse, Fahrtzweck, Erziehungszweck, Zweck, Form, Arbeitsleistung, Regelleistung, Leistung, Arbeitszeit, Klassenfahrt, Außendienst, Dienst, Pflicht, Erziehungsarbeit, Arbeit, Lernen, Schulbusschild, Schild, Roman, Dienstgang, Unterrichtsgang, Flug, Straßenverbindung, Verbindung, Reiseart, Art, Gastfamilie, Familie, Dienstreise, Land, Deutschland, Bedeutung, Europa, Rahmen, Kontinent, Mensch, Österreich, Kraftfahrzeug, Verb, Frau, Asien, Welt, Weblink, Erledigung, Bestimmung, Bezug",0.7595053637100454
Bezeichnung,"Fahrtzweck, Erziehungszweck, Zweck, Form, Leistung, Schulprogramm, Fahrtenprogramm, Programm, Dienst, Zeit, Arbeitsort, Ort, Dienstgeschäft, Haustürgeschäft, Weltreiseführer, Reiseführer, Arbeit, Betriebsausgabe, Ausgabe, Lernen, Aufenthalt, Schulbusschild, Schild, Roman, Treffen, Grund, Betrieb, Arbeitsanweisung, Dienstanweisung, Reiseart, Art, Gastfamilie, Familie, Berg, Schülersammelliste, Schülerliste, Deutschland, Teil, Privatwirtschaft, Arbeitsstätte, Schweiz, Verb, Information, Welt, Richter, Unterweisung, Bundesland, Bestandteil, Bestimmung, Bahn, Stelle, Verbreitung",0.7594688138153929
Möglichkeit,"Wagenklasse, Beförderungsklasse, Klasse, Zweck, Form, Schule, Arbeitsort, Ort, Arbeit, Aufenthalt, Roman, Organisation, Dienstgang, Unterrichtsgang, Betrieb, Reiseart, Art, Gastfamilie, Familie, Teil, Transportmittel, Wohnung, Schiff, Mensch, Arbeitsstätte, Frau, Soldat, Gruppe",0.7574174827388357
